review_priority,capability_id,capability_name,capability_kind,source_or_algorithm,runtime_service,endpoint_or_contract,data_state,coverage_state,screen,visible_component,origin_classification,required_review
P0,CAP-F150D0BAA604,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /admin/layers,UNKNOWN,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F402D935EFF7,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /admin/payments,UNKNOWN,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-FA44BA71A8B0,Frontend Contract,API_ENDPOINT,backend/app/api/v1/frontend_contract.py,DISCOVERY_REQUIRED,GET /assets/{asset_id}/chart,UNKNOWN,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F6B5F7A0A680,Frontend Fields Api,API_ENDPOINT,backend/app/ndsp_governance/frontend_fields_api.py,DISCOVERY_REQUIRED,GET /api/ndsp/frontend-fields/probe,UNKNOWN,API_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-9BE0DE3ADC89,Generate Report,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/scenario/scenario_engine.py::generate_report,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,UI_PARTIAL,ADMIN,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-75CF22E0AFA6,Get Alert Prefs,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/v1/frontend_contract.py::get_alert_prefs,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B89CF4208B10,Grade From Score,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/support_layers/quality/decision_quality_stack.py::_grade_from_score,DISCOVERY_REQUIRED,DISCOVERY_REQUIRED,UNKNOWN,SOURCE_IDENTIFIED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-EEDDE460DD9C,Health,API_ENDPOINT,backend/framework/health/health.cjs,DISCOVERY_REQUIRED,GET /health,REAL_SNAPSHOT,UI_PARTIAL,REGISTER,backend/framework/tests/framework.test.cjs,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-4EB8C4DDA8E9,Market Type,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp-live-decision-quality/server.py::market_type,ndsp-live-decision-quality.service,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,REAL_SNAPSHOT,SERVICE_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-A1CD5A0B9B66,Market Type For,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp-live-decision-quality/asset_registry_runtime.py::market_type_for,ndsp-live-decision-quality.service,DISCOVERY_REQUIRED,REAL_SNAPSHOT,SERVICE_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,UNTRACKED,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F8EDAA44375A,Markets,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/v1/frontend_contract.py::markets,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B742DDE3B851,Me Subscription,ALGORITHM_OR_BUSINESS_LOGIC,backend/app/api/v1/frontend_contract.py::me_subscription,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,UI_PARTIAL,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-47C952094550,Ndsp Admin Actions Authoritative,API_ENDPOINT,backend/ndsp_admin_actions_authoritative.cjs,ndsp-admin-actions.service,GET /api/admin/users/action/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-D0B77E088DEE,Ndsp Admin Actions Authoritative,API_ENDPOINT,backend/auth_api/ndsp_admin_actions_authoritative.cjs,ndsp-admin-actions.service,GET /api/admin/users/action/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-3ACB19AAC8FC,Ndsp Admin Actions Bypass Old Middleware,API_ENDPOINT,backend/auth_api/ndsp_admin_actions_bypass_old_middleware.cjs,ndsp-admin-actions.service,POST /api/admin-actions/users/action,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-4FCAA631BA18,Ndsp Admin Actions Bypass Old Middleware,API_ENDPOINT,backend/ndsp_admin_actions_bypass_old_middleware.cjs,ndsp-admin-actions.service,POST /api/admin-actions/users/action,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-89287AB7B399,Ndsp Admin Actions Bypass Old Middleware,API_ENDPOINT,backend/ndsp_admin_actions_bypass_old_middleware.cjs,ndsp-admin-actions.service,GET /api/admin-actions/users/action/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-C216A7C8548C,Ndsp Admin Actions Bypass Old Middleware,API_ENDPOINT,backend/auth_api/ndsp_admin_actions_bypass_old_middleware.cjs,ndsp-admin-actions.service,GET /api/admin-actions/users/action/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-09B689D81772,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-0D4E2C940F8F,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/backups,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-24BDA2A0DD8B,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/users,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-255A55D1B989,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/summary,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-3D9086A829ED,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/action,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-3E2090989150,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/markets,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-43B04D28A46B,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/action,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-4B75FD38F852,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/alerts/test,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-513B295710F5,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/payments,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-54AB364B10F5,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/governance,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-622CD214F034,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/backups,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-77CF58DFBBF6,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/packages,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-7E97D2614E6D,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/markets,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-7F41666FC0D4,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/trials,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-8374FD1D62EB,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/alerts,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-A61CF5BBAA01,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/alerts/channel,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B25ABE2AD98F,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/alerts,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B39355BFBE71,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/summary,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-BE5C7B84201D,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/payments,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-C32C78AB47B0,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/governance,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-C58E98CA2D3A,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/alerts/test,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-C8F6891BC250,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/users,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-D18B4EC4F34A,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/packages,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F142BF636522,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/trials,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F1EB25BD9898,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/auth_api/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,POST /api/admin-ui/alerts/channel,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F4D88C2A7931,Ndsp Admin Ui Proxy,API_ENDPOINT,backend/ndsp_admin_ui_proxy.cjs,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-20B6E1FEA3A2,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/markets,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-3CFCB5B47F6B,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/account/trial,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-3D0167450973,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/alerts/status,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-48E71B4F1CF7,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/payments/status,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-570806ECD8A4,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /health,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,backend/framework/tests/framework.test.cjs,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-81C879AE2209,Ndsp Api Compat Gateway,API_ENDPOINT,backend/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/packages,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-8E040D696446,Ndsp Api Compat Gateway,API_ENDPOINT,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /health,REAL_SNAPSHOT,UI_PARTIAL,TRIAL,backend/framework/tests/framework.test.cjs,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-A1DBE2356637,Ndsp Api Compat Gateway,API_ENDPOINT,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/alerts/status,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-A323993993E5,Ndsp Api Compat Gateway,API_ENDPOINT,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/markets,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B2C76796BD6C,Ndsp Api Compat Gateway,API_ENDPOINT,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/packages,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-B800EB18EDBC,Ndsp Api Compat Gateway,API_ENDPOINT,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/account/trial,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-F66DBAC61596,Ndsp Api Compat Gateway,API_ENDPOINT,backend/auth_api/ndsp_api_compat_gateway.cjs,ndsp-api-compat.service,GET /api/payments/status,REAL_SNAPSHOT,API_CONNECTED,TRIAL,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-00ED621D6D60,Ndsp Attach Dual Scenario Data Quality Public V1,ALGORITHM_OR_BUSINESS_LOGIC,backend/ndsp-live-decision-quality/server.py::_ndsp_attach_dual_scenario_data_quality_public_v1,ndsp-live-decision-quality.service,GET /api/decision/quality-live|GET /api/decision/quality-live/health|GET /api/decision/quality-live|GET /api/decision/quality-live/health,REAL_SNAPSHOT,SERVICE_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-29DCBEF0D49C,Ndsp Nowpayments,API_ENDPOINT,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,POST /checkout/create,REAL_LIVE,API_CONNECTED,SUBSCRIPTION,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-70C19D24087E,Ndsp Nowpayments,API_ENDPOINT,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,GET /webhooks/nowpayments,REAL_LIVE,API_CONNECTED,SUBSCRIPTION,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-7AF5F3CAE976,Ndsp Nowpayments,API_ENDPOINT,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,POST /webhooks/nowpayments,REAL_LIVE,API_CONNECTED,SUBSCRIPTION,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-DBE4CDD3AB94,Ndsp Nowpayments,API_ENDPOINT,backend/ndsp_nowpayments.cjs,DISCOVERY_REQUIRED,GET /nowpayments/health,REAL_LIVE,API_CONNECTED,SUBSCRIPTION,DISCOVERY_REQUIRED,ON_MAIN,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
P0,CAP-0622719B013B,Ndsp Public Quality Unique,API_ENDPOINT,backend/app/api/ndsp_public_quality_unique.py,DISCOVERY_REQUIRED,GET /api/ndsp/public/decision-quality,UNKNOWN,API_CONNECTED,UNMAPPED,DISCOVERY_REQUIRED,LOCAL_ONLY,"Validate source, runtime owner, real-data calculation, API contract, role, and UI representation"
